securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,hasIssuerRating,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
BNP Paribas Act. Cat.A,0P00009WC0,0P00009WC0,E,0.76119,1380138.0,130078006.0,0.0,France,BNP,43.9829,,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [93577310.0, 104433436.0, 122822232.0, 130078006.0]}",Equity,FR0000131104,,,,,,2010-10-31T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,12.2717,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,FRA,Euro,130078006.5,False
Compagnie Financiere Richemont SA Class A,0P0000JQIF,0P0000JQIF,E,0.72474,704798.0,123848763.0,0.0,Switzerland,CFR,-8.2177,,3,Fairly Valued,Wide,Consumer Cyclical,consumerCyclical,"{'trend': [116866479.0, 121641107.0, 113177729.0, 123848763.0]}",Equity,CH0210483332,,,,,,2014-10-31T05:00:00.000,,,CHF,,,,,0,,,,False,,,,0,,,,14.9956,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,CHE,Swiss Franc,123848763.09,False
Rio Tinto PLC Ordinary Shares,0P00007OTS,0P00007OTS,E,0.69225,1397266.0,118297319.0,0.0,United Kingdom,RIO,46.993,,2,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [79468561.0, 89844167.0, 107339733.0, 118297319.0]}",Equity,GB0007188757,,,,,,2016-02-29T06:00:00.000,,,GBP,,,,,0,,,,False,,,,0,,,,20.9612,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,GBR,British Pound Sterling,118297318.52,False
Zurich Insurance Group AG,0P0000A5GW,0P0000A5GW,E,0.69196,189852.0,118247641.0,0.0,Switzerland,ZURN,3.5814,,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [107836494.0, 115835990.0, 112838347.0, 118247641.0]}",Equity,CH0011075394,,,,,,2010-10-31T05:00:00.000,,,CHF,,,,,0,,,,False,,,,0,,,,14.7518,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,CHE,Swiss Franc,118247640.78,False
Intesa Sanpaolo,0P00009DL7,0P00009DL7,E,0.67793,19844108.0,115849902.0,0.0,Italy,ISP,35.3359,,2,Overvalued,None,Financial Services,financialService,"{'trend': [97165565.0, 110426993.0, 117415420.0, 115849902.0]}",Equity,IT0000072618,,,,,,2010-10-31T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,8.09,5.0,2026-01-07T06:00:00.000,Negligible,,,2,Qual,ST,ITA,Euro,115849902.5,False
Sanofi SA,0P00009WOZ,0P00009WOZ,E,0.6768,1488125.0,115657075.0,0.0,France,SAN,-19.5576,,4,Undervalued,Narrow,Healthcare,healthcare,"{'trend': [116184904.0, 115285127.0, 116039880.0, 115657075.0]}",Equity,FR0000120578,,,,,,2010-10-31T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,13.1702,4.0,2026-01-07T06:00:00.000,Low,,,5,Qual,ST,FRA,Euro,115657075.0,False
BP PLC,0P000090MI,0P000090MI,E,0.63903,20299613.0,109202730.0,0.0,United Kingdom,BP.,10.0136,,3,Fairly Valued,None,Energy,energy,"{'trend': [101693485.0, 95331002.0, 107704728.0, 109202730.0]}",Equity,GB0007980591,,,,,,2010-10-31T05:00:00.000,,,GBP,,,,,0,,,,False,,,,0,,,,30.6402,2.0,2026-01-07T06:00:00.000,High,,,3,Qual,ST,GBR,British Pound Sterling,109202730.5,False
Vinci SA,0P00009WSC,0P00009WSC,E,0.62107,770479.0,106133482.0,0.0,France,DG,32.9032,,3,Fairly Valued,Narrow,Industrials,industrials,"{'trend': [84765338.0, 85902618.0, 91480728.0, 106133482.0]}",Equity,FR0000125486,,,,,,2016-02-29T06:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,25.3804,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,FRA,Euro,106133482.25,False
National Grid PLC,0P000090S9,0P000090S9,E,0.61128,6760605.0,104459190.0,0.0,United Kingdom,NG.,45.8269,,2,Overvalued,None,Utilities,utilities,"{'trend': [80683872.0, 83315982.0, 95112775.0, 104459190.0]}",Equity,GB00BDR05C01,,,,,,2010-10-31T05:00:00.000,,,GBP,,,,,0,,,,False,,,,0,,,,12.5065,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,GBR,British Pound Sterling,104459190.46,False
Barclays PLC,0P00007NZP,0P00007NZP,E,0.59568,18278090.0,101793935.0,0.0,United Kingdom,BARC,57.5584,,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [82697656.0, 93537064.0, 99911781.0, 101793935.0]}",Equity,GB0031348658,,,,,,2010-10-31T05:00:00.000,,,GBP,,,,,0,,,,False,,,,0,,,,11.2232,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,GBR,British Pound Sterling,101793934.63,False
Rheinmetall AG,0P00009QRR,0P00009QRR,E,0.59118,59637.0,101025078.0,0.0,Germany,RHM,87.7787,,4,Undervalued,Wide,Industrials,industrials,"{'trend': [80817534.0, 87992009.0, 105434514.0, 101025078.0]}",Equity,DE0007030009,,,,,,2024-10-01T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,26.5073,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,DEU,Euro,101025078.0,False
ING Groep NV,0P0000A63I,0P0000A63I,E,0.57334,3951459.0,97976426.0,0.0,Netherlands,INGA,57.282,,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [80335287.0, 88804659.0, 96482240.0, 97976426.0]}",Equity,NL0011821202,,,,,,2012-04-30T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,15.3993,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,NLD,Euro,97976425.91,False
Essilorluxottica,0P00009WFV,0P00009WFV,E,0.56087,405955.0,95845976.0,0.0,France,EL,-19.3773,,2,Overvalued,Wide,Healthcare,healthcare,"{'trend': [115615868.0, 103709345.0, 103833893.0, 95845976.0]}",Equity,FR0000121667,,,,,,2014-10-31T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,12.9115,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,FRA,Euro,95845975.5,False
BAE Systems PLC,0P000094GI,0P000094GI,E,0.56008,3958834.0,95710567.0,0.0,United Kingdom,BA.,63.3532,,4,Undervalued,Wide,Industrials,industrials,"{'trend': [68046468.0, 72874376.0, 88760758.0, 95710567.0]}",Equity,GB0002634946,,,,,,2024-10-01T05:00:00.000,,,GBP,,,,,0,,,,False,,,,0,,,,23.558,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,GBR,British Pound Sterling,95710567.06,False
Enel SpA,0P00009DJR,0P00009DJR,E,0.55488,10205764.0,94821753.0,0.0,Italy,ENEL,38.3443,,2,Overvalued,None,Utilities,utilities,"{'trend': [82320806.0, 84644175.0, 93025613.0, 94821753.0]}",Equity,IT0003128367,,,,,,2010-10-31T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,17.3952,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,ITA,Euro,94821753.32,False
Hermes International SA,0P00009WIN,0P00009WIN,E,0.55373,45735.0,94625715.0,0.0,France,RMS,-24.1094,,2,Overvalued,Wide,Consumer Cyclical,consumerCyclical,"{'trend': [87742200.0, 90660328.0, 90931664.0, 94625715.0]}",Equity,FR0000052292,,,,,,2015-04-30T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,11.2338,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,FRA,Euro,94625715.0,False
Lloyds Banking Group PLC,0P000090RG,0P000090RG,E,0.53967,76947501.0,92222384.0,0.0,United Kingdom,LLOY,67.6162,,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [77693046.0, 81902407.0, 94962696.0, 92222384.0]}",Equity,GB0008706128,,,,,,2010-10-31T05:00:00.000,,,GBP,,,,,0,,,,False,,,,0,,,,12.3865,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,GBR,British Pound Sterling,92222384.47,False
AXA SA,0P00009WBE,0P00009WBE,E,0.53143,2343601.0,90814539.0,0.0,France,CS,12.2382,,4,Undervalued,None,Financial Services,financialService,"{'trend': [84552534.0, 89015460.0, 88132826.0, 90814539.0]}",Equity,FR0000120628,,,,,,2012-04-30T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,13.9274,4.0,2026-01-07T06:00:00.000,Low,,,4,Qual,ST,FRA,Euro,90814538.75,False
Munchener Ruckversicherungs-Gesellschaft AG,0P00009QR8,0P00009QR8,E,0.52941,170119.0,90469284.0,0.0,Germany,MUV2,7.4633,,2,Overvalued,None,Financial Services,financialService,"{'trend': [84545760.0, 89883974.0, 86123167.0, 90469284.0]}",Equity,DE0008430026,,,,,,2012-04-30T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,11.7556,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,DEU,Euro,90469284.2,False
Anheuser-Busch InBev SA/NV,0P0000A63G,0P0000A63G,E,0.52699,1333381.0,90056553.0,0.0,Belgium,ABI,34.2772,,3,Fairly Valued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [64202289.0, 68511357.0, 79305480.0, 90056553.0]}",Equity,BE0974293251,,,,,,2016-10-31T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,21.5287,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,BEL,Euro,90056552.74,False
Industria De Diseno Textil SA Share From Split,0P0000A5UW,0P0000A5UW,E,0.48916,1447206.0,83590619.0,0.0,Spain,ITX,10.2155,,1,Overvalued,Narrow,Consumer Cyclical,consumerCyclical,"{'trend': [63287981.0, 76167624.0, 78641035.0, 83590619.0]}",Equity,ES0148396007,,,,,,2014-10-31T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,10.8104,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,ESP,Euro,83590618.56,False
Investor AB Class B,0P0000A6GL,0P0000A6GL,E,0.48048,2372433.0,82108297.0,0.0,Sweden,INVE B,15.5164,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [63136132.0, 67668526.0, 76387754.0, 82108297.0]}",Equity,SE0015811963,,,,,,2016-02-29T06:00:00.000,,,SEK,,,,,0,,,,False,,,,0,,,,10.593,4.0,2026-01-07T06:00:00.000,Low,,,3,Quan,ST,SWE,Swedish Krona,82108296.89,False
Deutsche Bank AG,0P00009QOR,0P00009QOR,E,0.45996,2535548.0,78601988.0,0.0,Germany,DBK,59.5505,,2,Overvalued,None,Financial Services,financialService,"{'trend': [70942869.0, 79138231.0, 83611605.0, 78601988.0]}",Equity,DE0005140008,,,,,,2012-04-30T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,8.9655,5.0,2026-01-07T06:00:00.000,Negligible,,,2,Qual,ST,DEU,Euro,78601988.0,False
NatWest Group PLC,0P000090MW,0P000090MW,E,0.45895,10864764.0,78427973.0,0.0,United Kingdom,NWG,46.0541,,2,Overvalued,Narrow,Financial Services,financialService,"{'trend': [71358991.0, 75792168.0, 81603048.0, 78427973.0]}",Equity,GB00BM8PJY71,,,,,,2016-02-29T06:00:00.000,,,GBP,,,,,0,,,,False,,,,0,,,,12.9791,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,GBR,British Pound Sterling,78427972.72,False
Infineon Technologies AG,0P00009QQE,0P00009QQE,E,0.4569,1694039.0,78078258.0,0.0,Germany,IFX,21.3479,,3,Fairly Valued,Narrow,Technology,technology,"{'trend': [56238949.0, 60297784.0, 69336158.0, 78078258.0]}",Equity,DE0006231004,,,,,,2010-10-31T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,16.6015,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,DEU,Euro,78078257.51,False
Glencore PLC,0P0000T29L,0P0000T29L,E,0.4264,12525827.0,72865796.0,0.0,Singapore,GLEN,56.3394,,3,Fairly Valued,None,Basic Materials,basicMaterials,"{'trend': [47938520.0, 54743225.0, 71242080.0, 72865796.0]}",Equity,JE00B4T3BW64,,,,,,2023-02-01T06:00:00.000,,,GBP,,,,,0,,,,False,,,,0,,,,29.0313,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,JEY,British Pound Sterling,72865796.27,False
Societe Generale SA,0P00009WPY,0P00009WPY,E,0.42565,998611.0,72738825.0,0.0,France,GLE,96.0805,,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [55986897.0, 65004447.0, 72622890.0, 72738825.0]}",Equity,FR0000130809,,,,,,2012-04-30T05:00:00.000,,,EUR,,,,,0,,,,False,,,,0,,,,13.1895,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,FRA,Euro,72738825.24,False
