securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,hasIssuerRating,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
Hong Kong Exchanges and Clearing Ltd,0P00009RX8,0P00009RX8,E,1.5324,766300.0,42408141.0,134300.0,Hong Kong,00388,27.8083,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [35104701.0, 33431759.0, 33096062.0, 42408141.0]}",Equity,HK0388045442,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,False,,,,0,,,,16.2136,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,HKG,Hong Kong Dollar,42408141.16,False
Wesfarmers Ltd,0P00006X1T,0P00006X1T,E,1.52715,723707.0,42262929.0,126072.0,Australia,WES,12.7931,,1,Overvalued,Wide,Consumer Cyclical,consumerCyclical,"{'trend': [33445831.0, 32091146.0, 32317031.0, 42262929.0]}",Equity,AU000000WES1,,,,,,2014-12-31T06:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,13.9352,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,42262929.44,False
CSL Ltd,0P00006WCJ,0P00006WCJ,E,1.42428,310133.0,39415974.0,53980.0,Australia,CSL,-39.05,,5,Undervalued,Narrow,Healthcare,healthcare,"{'trend': [30456508.0, 31295628.0, 29491317.0, 39415974.0]}",Equity,AU000000CSL8,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,25.0256,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,39415973.78,True
Oversea-Chinese Banking Corp Ltd,0P0000A68H,0P0000A68H,E,1.25946,2083398.0,34854641.0,363400.0,Singapore,O39,28.1038,,2,Overvalued,Narrow,Financial Services,financialService,"{'trend': [22907283.0, 24568554.0, 26428585.0, 34854641.0]}",Equity,SG1S04926220,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,False,,,,0,,,,20.1794,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,SGP,Singapore Dollar,34854641.09,False
Macquarie Group Ltd,0P00006WOC,0P00006WOC,E,1.17904,219514.0,32629152.0,38514.0,Australia,MQG,-2.5474,,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [26408187.0, 23434608.0, 24526208.0, 32629152.0]}",Equity,AU000000MQG1,,,,,,2014-01-31T06:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,18.507,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,32629151.93,False
Hyundai Motor Co,0P0000CBHC,0P0000CBHC,E,1.08691,86593.0,30079547.0,15139.0,South Korea,005380,157.3892,11.4416,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [14469367.0, 12417716.0, 14706960.0, 30079547.0]}",Equity,KR7005380001,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,18.5689,4.0,2026-01-07T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,30079547.03,False
Goodman Group,0P0000A13L,0P0000A13L,ER,0.98946,1271957.0,27382564.0,221266.0,Australia,GMG,-10.4678,,3,Fairly Valued,Narrow,Real Estate,realEstate,"{'trend': [23117546.0, 20450799.0, 21706238.0, 27382564.0]}",Equity,AU000000GMG2,,,,,,2019-10-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,11.3619,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,27382563.75,False
Rio Tinto Ltd,0P00006WVI,0P00006WVI,E,0.90834,236772.0,25137692.0,41113.0,Australia,RIO,40.9217,,2,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [17322036.0, 16973265.0, 19156368.0, 25137692.0]}",Equity,AU000000RIO1,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,20.9612,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,25137692.01,False
United Overseas Bank Ltd,0P0000A692,0P0000A692,E,0.86296,791900.0,23881807.0,138200.0,Singapore,U11,6.3492,,2,Overvalued,Narrow,Financial Services,financialService,"{'trend': [17725935.0, 17150698.0, 17821712.0, 23881807.0]}",Equity,SG1M31001969,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,False,,,,0,,,,14.8175,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,SGP,Singapore Dollar,23881806.93,False
SK Square,0P0001NYOB,0P0001NYOB,E,0.823,57515.0,22775844.0,9989.0,South Korea,402340,474.8266,,2,Overvalued,,Technology,technology,"{'trend': [8822390.0, 9630264.0, 12140896.0, 22775844.0]}",Equity,KR7402340004,,,,,,2021-11-30T06:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,20.1504,3.0,2026-01-07T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,22775844.1,False
Woodside Energy Group Ltd,0P00006X25,0P00006X25,E,0.78022,1214886.0,21592111.0,212062.0,Australia,WDS,25.0938,,5,Undervalued,None,Energy,energy,"{'trend': [16570043.0, 16395262.0, 15775415.0, 21592111.0]}",Equity,AU0000224040,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,35.4316,2.0,2026-01-07T06:00:00.000,High,,,4,Qual,ST,AUS,Australian Dollar,21592111.4,False
KB Financial Group Inc,0P0000JD8O,0P0000JD8O,E,0.77711,228963.0,21506043.0,39921.0,South Korea,105560,108.4232,,2,Overvalued,,Financial Services,financialService,"{'trend': [15744253.0, 16042187.0, 16364262.0, 21506043.0]}",Equity,KR7105560007,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,13.9012,4.0,2026-01-07T06:00:00.000,Low,,,2,Quan,ST,KOR,South Korean Won,21506042.52,False
Hanwha Aerospace Co Ltd,0P0000ANC2,0P0000ANC2,E,0.71118,21792.0,19681534.0,3794.0,South Korea,,,,,,,,,"{'trend': [12583560.0, 10426883.0, 11756703.0, 19681534.0]}",Equity,KR7012450003,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,37.9672,2.0,2026-01-07T06:00:00.000,High,,,,,ST,KOR,South Korean Won,19681533.97,
Transurban Group,0P00006X04,0P00006X04,E,0.70187,1987575.0,19423919.0,345717.0,Australia,TCL,11.9369,,3,Fairly Valued,Wide,Industrials,industrials,"{'trend': [15840816.0, 16075585.0, 15558145.0, 19423919.0]}",Equity,AU000000TCL6,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,7.6725,5.0,2026-01-07T06:00:00.000,Negligible,,,3,Qual,ST,AUS,Australian Dollar,19423918.65,False
NAVER Corp,0P0000B3R9,0P0000B3R9,E,0.66116,95770.0,18297033.0,16696.0,South Korea,035420,15.4086,20.8333,3,Fairly Valued,Narrow,Communication Services,communicationsServices,"{'trend': [15111614.0, 13119407.0, 13311197.0, 18297033.0]}",Equity,KR7035420009,,,,,,2014-01-31T06:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,13.7328,4.0,2026-01-07T06:00:00.000,Low,,,5,Qual,ST,KOR,South Korean Won,18297033.49,False
Northern Star Resources Ltd,0P00006Y45,0P00006Y45,E,0.6485,885218.0,17946835.0,154920.0,Australia,NST,61.431,,1,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [12425575.0, 13495419.0, 13017489.0, 17946835.0]}",Equity,AU000000NST8,,,,,,2019-03-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,32.7922,2.0,2026-01-07T06:00:00.000,High,,,2,Qual,ST,AUS,Australian Dollar,17946835.44,False
Doosan Enerbility Co Ltd,0P0000AKMN,0P0000AKMN,E,0.64426,283266.0,17829581.0,49341.0,South Korea,034020,261.2565,,1,Overvalued,,Industrials,industrials,"{'trend': [14823344.0, 12152361.0, 12227658.0, 17829581.0]}",Equity,KR7034020008,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,34.19,2.0,2026-01-07T06:00:00.000,High,,,1,Quan,ST,KOR,South Korean Won,17829581.49,False
Woolworths Group Ltd,0P00006X26,0P00006X26,E,0.61115,780310.0,16913232.0,135804.0,Australia,WOW,5.1475,,3,Fairly Valued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [12200332.0, 12392596.0, 12627195.0, 16913232.0]}",Equity,AU000000WOW2,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,20.1242,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,16913231.74,False
Singapore Telecommunications Ltd,0P0000A69D,0P0000A69D,E,0.60039,4593700.0,16615511.0,799200.0,Singapore,Z74,54.9555,,2,Overvalued,None,Communication Services,communicationsServices,"{'trend': [12608763.0, 13857843.0, 13425330.0, 16615511.0]}",Equity,SG1T75931496,,,,,,2020-12-31T06:00:00.000,,,SGD,,,,,0,,,,False,,,,0,,,,19.2554,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,SGP,Singapore Dollar,16615510.64,False
Kia Corp,0P0000C6A6,0P0000C6A6,E,0.58104,151673.0,16079825.0,26576.0,South Korea,000270,88.6773,7.9428,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [10926616.0, 9898960.0, 10577081.0, 16079825.0]}",Equity,KR7000270009,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,20.5362,3.0,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,16079824.79,False
Shinhan Financial Group Co Ltd,0P0000B09Y,0P0000B09Y,E,0.5773,272795.0,15976531.0,47759.0,South Korea,055550,121.1205,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [11538827.0, 11689260.0, 12012959.0, 15976531.0]}",Equity,KR7055550008,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,23.6708,3.0,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,15976530.85,False
Fortescue Ltd,0P00006WI4,0P00006WI4,E,0.54015,1016101.0,14948420.0,176073.0,Australia,FMG,15.8991,,2,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [11914358.0, 11794562.0, 12329400.0, 14948420.0]}",Equity,AU000000FMG4,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,25.6861,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,14948419.98,False
Sun Hung Kai Properties Ltd,0P00009RPC,0P00009RPC,E,0.51966,893500.0,14381212.0,157000.0,Hong Kong,00016,97.3815,,2,Overvalued,None,Real Estate,realEstate,"{'trend': [9114215.0, 9327335.0, 8960821.0, 14381212.0]}",Equity,HK0016000132,,,,,,2018-03-31T05:00:00.000,,,HKD,,,,,0,,,,False,,,,0,,,,15.1609,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,HKG,Hong Kong Dollar,14381211.83,False
CK Hutchison Holdings Ltd,0P00009ROZ,0P00009ROZ,E,0.50068,1710852.0,13856024.0,301500.0,Hong Kong,00001,65.0038,,4,Undervalued,None,Industrials,industrials,"{'trend': [9517528.0, 9947068.0, 9587613.0, 13856024.0]}",Equity,KYG217651051,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,False,,,,0,,,,34.9771,2.0,2026-01-07T06:00:00.000,High,,,3,Qual,ST,CYM,Hong Kong Dollar,13856023.79,False
Celltrion Inc,0P0000BE98,0P0000BE98,E,0.49948,94746.0,13822885.0,16502.0,South Korea,068270,39.9446,41.841,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [9812155.0, 9874604.0, 9831081.0, 13822885.0]}",Equity,KR7068270008,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,20.4329,3.0,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,13822884.54,False
Brambles Ltd,0P0000A1L5,0P0000A1L5,E,0.4972,876837.0,13759606.0,152358.0,Australia,BXB,24.6478,,3,Fairly Valued,Wide,Industrials,industrials,"{'trend': [11998740.0, 11431226.0, 11092408.0, 13759606.0]}",Equity,AU000000BXB1,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,12.2629,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,13759606.16,False
QBE Insurance Group Ltd,0P00006WU7,0P00006WU7,E,0.48431,969204.0,13402983.0,168434.0,Australia,QBE,11.709,,2,Overvalued,None,Financial Services,financialService,"{'trend': [10586467.0, 10109040.0, 10621130.0, 13402983.0]}",Equity,AU000000QBE9,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,12.7198,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,13402982.91,False
Evolution Mining Ltd,0P00006X20,0P00006X20,E,0.47954,1287807.0,13270967.0,225410.0,Australia,EVN,139.0282,,1,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [7593961.0, 8180721.0, 8983265.0, 13270967.0]}",Equity,AU000000EVN4,,,,,,2018-09-30T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,29.261,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,13270967.07,False
Aristocrat Leisure Ltd,0P00006W8X,0P00006W8X,E,0.47586,350977.0,13169168.0,61510.0,Australia,ALL,-34.8729,,4,Undervalued,Wide,Consumer Cyclical,consumerCyclical,"{'trend': [12406122.0, 11249823.0, 11230547.0, 13169168.0]}",Equity,AU000000ALL7,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,19.3062,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,13169168.16,True
Coles Group Ltd,0P0001F3YF,0P0001F3YF,E,0.46147,856658.0,12770803.0,149079.0,Australia,COL,13.1432,,1,Overvalued,None,Consumer Defensive,consumerDefensive,"{'trend': [10392689.0, 10357156.0, 10116443.0, 12770803.0]}",Equity,AU0000030678,,,,,,2018-11-30T06:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,19.2701,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,12770803.31,False
Techtronic Industries Co Ltd,0P00009S1D,0P00009S1D,E,0.45137,916000.0,12491389.0,160000.0,Hong Kong,00669,14.247,,3,Fairly Valued,,Industrials,industrials,"{'trend': [8989810.0, 8846023.0, 8731856.0, 12491389.0]}",Equity,HK0669013440,,,,,,2016-05-31T05:00:00.000,,,HKD,,,,,0,,,,False,,,,0,,,,25.9321,3.0,2026-01-07T06:00:00.000,Medium,,,3,Quan,ST,HKG,Hong Kong Dollar,12491388.91,False
BOC Hong Kong Holdings Ltd,0P00009S9Y,0P00009S9Y,E,0.43982,2305000.0,12171812.0,400000.0,China,02388,69.3713,,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [9512824.0, 9165806.0, 9647986.0, 12171812.0]}",Equity,HK2388011192,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,False,,,,0,,,,16.7403,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,HKG,Hong Kong Dollar,12171811.98,False
Hana Financial Group Inc,0P0000C3IQ,0P0000C3IQ,E,0.43242,172081.0,11967006.0,30147.0,South Korea,086790,117.3424,,2,Overvalued,,Financial Services,financialService,"{'trend': [8791182.0, 9134474.0, 9271451.0, 11967006.0]}",Equity,KR7086790003,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,21.0502,3.0,2026-01-07T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,11967005.77,False
Hyundai Mobis Co Ltd,0P0000BYMO,0P0000BYMO,E,0.41976,37240.0,11616479.0,6522.0,South Korea,012330,75.9296,9.3284,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [6936807.0, 6464639.0, 7953777.0, 11616479.0]}",Equity,KR7012330007,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,12.7569,4.0,2026-01-07T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,11616479.09,False
POSCO Holdings Inc,0P0000BLAA,0P0000BLAA,E,0.41627,47718.0,11520081.0,8294.0,South Korea,005490,50.4656,,2,Overvalued,,Basic Materials,basicMaterials,"{'trend': [8738894.0, 8296827.0, 8347034.0, 11520081.0]}",Equity,KR7005490008,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,23.2361,3.0,2026-01-07T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,11520081.28,False
Samsung C&T Corp,0P000153Q7,0P000153Q7,E,0.38417,50757.0,10631677.0,8834.0,South Korea,028260,151.5448,,1,Overvalued,,Industrials,industrials,"{'trend': [6764217.0, 6413950.0, 6969948.0, 10631677.0]}",Equity,KR7028260008,,,,,,2014-12-31T06:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,20.2351,3.0,2026-01-07T06:00:00.000,Medium,,,1,Quan,ST,KOR,South Korean Won,10631676.74,False
Samsung SDI Co Ltd,0P0000BRYD,0P0000BRYD,E,0.38225,39043.0,10578554.0,6810.0,South Korea,006400,81.2381,400.0,2,Overvalued,None,Industrials,industrials,"{'trend': [7414984.0, 6564297.0, 6030192.0, 10578554.0]}",Equity,KR7006400006,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,17.4342,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,KOR,South Korean Won,10578553.56,False
Santos Ltd,0P00006WWB,0P00006WWB,E,0.36923,2080749.0,10218257.0,362795.0,Australia,STO,8.722,,4,Undervalued,None,Energy,energy,"{'trend': [7220806.0, 7255524.0, 7068460.0, 10218257.0]}",Equity,AU000000STO6,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,36.3734,2.0,2026-01-07T06:00:00.000,High,,,5,Qual,ST,AUS,Australian Dollar,10218257.2,False
CLP Holdings Ltd,0P00009RP0,0P00009RP0,E,0.35003,1023000.0,9686781.0,177000.0,Hong Kong,00002,23.7947,,2,Overvalued,Narrow,Utilities,utilities,"{'trend': [7331882.0, 7389026.0, 7564926.0, 9686781.0]}",Equity,HK0002007356,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,False,,,,0,,,,21.6703,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,HKG,Hong Kong Dollar,9686780.54,False
Scentre Group,0P0000RYFB,0P0000RYFB,ER,0.34477,3338199.0,9541387.0,577377.0,Australia,SCG,9.8402,,3,Fairly Valued,Narrow,Real Estate,realEstate,"{'trend': [7481323.0, 7387031.0, 7732427.0, 9541387.0]}",Equity,AU000000SCG8,,,,,,2019-10-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,9.3045,5.0,2026-01-07T06:00:00.000,Negligible,,,3,Qual,ST,AUS,Australian Dollar,9541386.83,False
South32 Ltd,0P0001608R,0P0001608R,E,0.33635,2875980.0,9308227.0,502543.0,Australia,S32,20.8418,,2,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [5014430.0, 5011929.0, 5634506.0, 9308227.0]}",Equity,AU000000S320,,,,,,2015-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,20.3445,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,9308226.76,False
Samsung BioLogics Co Ltd,0P000196OG,0P000196OG,E,0.33328,7608.0,9223260.0,1337.0,South Korea,,,,,,,,,"{'trend': [8420808.0, 6982443.0, 7378671.0, 9223260.0]}",Equity,KR7207940008,,,,,,2017-06-30T05:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,15.1695,4.0,2026-01-07T06:00:00.000,Low,,,,,ST,KOR,South Korean Won,9223259.69,
Origin Energy Ltd,0P00006WRX,0P00006WRX,E,0.32815,1098566.0,9081284.0,190613.0,Australia,ORG,21.327,,2,Overvalued,None,Utilities,utilities,"{'trend': [7406952.0, 6954687.0, 6956832.0, 9081284.0]}",Equity,AU000000ORG5,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,False,,,,0,,,,37.125,2.0,2026-01-07T06:00:00.000,High,,,2,Qual,ST,AUS,Australian Dollar,9081284.44,False
Woori Financial Group Inc,0P0001FU10,0P0001FU10,E,0.32673,430257.0,9042152.0,75518.0,South Korea,316140,142.7005,,2,Overvalued,,Financial Services,financialService,"{'trend': [6516626.0, 6483876.0, 6895069.0, 9042152.0]}",Equity,KR7316140003,,,,,,2019-02-28T06:00:00.000,,,KRW,,,,,0,,,,False,,,,0,,,,22.0456,3.0,2026-01-07T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,9042152.46,False
