securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,hasIssuerRating,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
Eli Lilly and Co,0P000001WJ,0P000001WJ,E,0.86902,87662.0,90918643.0,24601.0,United States,LLY,18.7302,,2,Overvalued,Wide,Healthcare,healthcare,"{'trend': [63464216.0, 81604513.0, 88460135.0, 90918643.0]}",Equity,US5324571083,532457108,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,20.6515,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,USA,US Dollar,90918643.0,False
JPMorgan Chase & Co,0P0000031C,0P0000031C,E,0.86782,296818.0,90793658.0,76209.0,United States,JPM,12.3903,,3,Fairly Valued,Wide,Financial Services,financialService,"{'trend': [79699922.0, 82299340.0, 90679152.0, 90793658.0]}",Equity,US46625H1005,46625H100,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,16.6445,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,USA,US Dollar,90793658.0,False
Berkshire Hathaway Inc Class B,0P000000RD,0P000000RD,E,0.66015,143729.0,69066096.0,41304.0,United States,BRK.B,2.7224,,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [59595082.0, 65726061.0, 68639873.0, 69066096.0]}",Equity,US0846707026,084670702,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,25.1673,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,USA,US Dollar,69066096.0,False
Exxon Mobil Corp,0P00000220,0P00000220,E,0.62424,461880.0,65309832.0,121544.0,United States,XOM,40.5349,,3,Fairly Valued,Narrow,Energy,energy,"{'trend': [45074880.0, 46983883.0, 52494354.0, 65309832.0]}",Equity,US30231G1022,30231G102,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,37.2692,2.0,2026-01-07T06:00:00.000,High,,,2,Qual,ST,USA,US Dollar,65309832.0,False
ASML Holding NV,0P0000ALDL,0P0000ALDL,E,0.60085,43469.0,62862223.0,12321.0,Netherlands,ASML,73.4969,,2,Overvalued,Wide,Technology,technology,"{'trend': [38665275.0, 39464382.0, 44182642.0, 62862223.0]}",Equity,NL0010273215,,,,,,2011-05-31T05:00:00.000,,,EUR,EUR,,,,0,,,,False,,,,0,,,,8.9289,5.0,2026-01-07T06:00:00.000,Negligible,,,2,Qual,ST,NLD,Euro,62862223.0,False
Samsung Electronics Co Ltd,0P0000B2XZ,0P0000B2XZ,E,0.56862,533522.0,59490261.0,141494.0,South Korea,005930,228.3699,9.2081,2,Overvalued,None,Technology,technology,"{'trend': [35359068.0, 32900501.0, 42104788.0, 59490261.0]}",Equity,KR7005930003,,,,,,2011-05-31T05:00:00.000,,,KRW,KRW,,,,0,,,,False,,,,0,,,,12.7256,4.0,2026-01-07T06:00:00.000,Low,,,1,Qual,ST,KOR,South Korean Won,59490261.0,False
Visa Inc Class A,0P0000CPCP,0P0000CPCP,E,0.56174,182614.0,58770664.0,49072.0,United States,V,-9.5093,,3,Fairly Valued,Wide,Financial Services,financialService,"{'trend': [52788463.0, 53340504.0, 60367362.0, 58770664.0]}",Equity,US92826C8394,92826C839,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,13.8557,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,USA,US Dollar,58770664.0,False
Johnson & Johnson,0P0000032S,0P0000032S,E,0.55444,255254.0,58006471.0,72994.0,United States,JNJ,58.8511,,1,Overvalued,Wide,Healthcare,healthcare,"{'trend': [40120521.0, 45416457.0, 49465810.0, 58006471.0]}",Equity,US4781601046,478160104,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,18.7989,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,USA,US Dollar,58006471.0,False
Tencent Holdings Ltd,0P00009S22,0P00009S22,E,0.53608,722800.0,56086252.0,189900.0,China,00700,8.1553,,4,Undervalued,Wide,Communication Services,communicationsServices,"{'trend': [50605195.0, 50432099.0, 52669827.0, 56086252.0]}",Equity,KYG875721634,,,,,,2011-05-31T05:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,17.2482,4.0,2026-01-07T06:00:00.000,Low,,,4,Qual,ST,CYM,Hong Kong Dollar,56086252.0,False
Walmart Inc,0P000005UH,0P000005UH,E,0.53368,468647.0,55834604.0,128308.0,United States,WMT,20.9712,,1,Overvalued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [40136184.0, 45148750.0, 49174257.0, 55834604.0]}",Equity,US9311421039,931142103,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,18.6338,4.0,2026-01-07T06:00:00.000,Low,,,1,Qual,ST,USA,US Dollar,55834604.0,False
Micron Technology Inc,0P000003MC,0P000003MC,E,0.48224,121609.0,50453142.0,28613.0,United States,MU,300.3545,,1,Overvalued,None,Technology,technology,"{'trend': [24495654.0, 26487888.0, 33037064.0, 50453142.0]}",Equity,US5951121038,595112103,,,,,2014-01-31T06:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,19.7311,4.0,2026-01-07T06:00:00.000,Low,,,1,Qual,ST,USA,US Dollar,50453142.0,False
Mastercard Inc Class A,0P00005U6B,0P00005U6B,E,0.46665,90615.0,48822456.0,25528.0,United States,MA,-7.9314,,3,Fairly Valued,Wide,Financial Services,financialService,"{'trend': [41660341.0, 42923723.0, 48448302.0, 48822456.0]}",Equity,US57636Q1040,57636Q104,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,16.3025,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,USA,US Dollar,48822456.0,False
Costco Wholesale Corp,0P000001IK,0P000001IK,E,0.42564,47361.0,44531180.0,13171.0,United States,COST,-6.5428,,1,Overvalued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [36397844.0, 37597883.0, 38400000.0, 44531180.0]}",Equity,US22160K1051,22160K105,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,24.608,3.0,2026-01-07T06:00:00.000,Medium,,,1,Qual,ST,USA,US Dollar,44531180.0,False
AbbVie Inc,0P0000XPGW,0P0000XPGW,E,0.41046,192562.0,42943252.0,53861.0,United States,ABBV,17.0509,,2,Overvalued,Wide,Healthcare,healthcare,"{'trend': [35380697.0, 38085102.0, 41374741.0, 42943252.0]}",Equity,US00287Y1091,00287Y109,,,,,2013-01-31T06:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,18.6926,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,USA,US Dollar,42943252.0,False
Advanced Micro Devices Inc,0P0000006A,0P0000006A,E,0.40516,179059.0,42388637.0,49287.0,United States,AMD,77.3215,,4,Undervalued,Narrow,Technology,technology,"{'trend': [38963792.0, 34069766.0, 36137358.0, 42388637.0]}",Equity,US0079031078,007903107,,,,,2017-03-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,11.6193,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,USA,US Dollar,42388637.0,False
Alibaba Group Holding Ltd Ordinary Shares,0P0001ITIV,0P0001ITIV,E,0.39659,1915132.0,41492034.0,605100.0,China,09988,23.2939,,4,Undervalued,Wide,Consumer Cyclical,consumerCyclical,"{'trend': [33208887.0, 31530042.0, 32670204.0, 41492034.0]}",Equity,KYG017191142,,,,,,2021-06-30T05:00:00.000,,,HKD,HKD,,,,0,,,,False,,,,0,,,,15.4842,4.0,2026-01-07T06:00:00.000,Low,,,5,Qual,ST,CYM,Hong Kong Dollar,41492034.0,False
Bank of America Corp,0P000000PA,0P000000PA,E,0.38149,750243.0,39912928.0,203904.0,United States,BAC,17.0398,,3,Fairly Valued,Wide,Financial Services,financialService,"{'trend': [34021032.0, 35154377.0, 38892865.0, 39912928.0]}",Equity,US0605051046,060505104,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,19.2224,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,USA,US Dollar,39912928.0,False
The Home Depot Inc,0P000002OY,0P000002OY,E,0.37535,104836.0,39270517.0,29590.0,United States,HD,-1.9346,,2,Overvalued,Wide,Consumer Cyclical,consumerCyclical,"{'trend': [33159464.0, 32205605.0, 33794749.0, 39270517.0]}",Equity,US4370761029,437076102,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,12.5924,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,USA,US Dollar,39270517.0,False
Netflix Inc,0P000003UP,0P000003UP,E,0.36584,458439.0,38275072.0,107089.0,United States,NFLX,-26.1979,,3,Fairly Valued,Narrow,Communication Services,communicationsServices,"{'trend': [45872141.0, 45118622.0, 40965150.0, 38275072.0]}",Equity,US64110L1061,64110L106,,,,,2012-03-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,12.1212,4.0,2026-01-07T06:00:00.000,Low,,,4,Qual,ST,USA,US Dollar,38275072.0,False
Procter & Gamble Co,0P000004GV,0P000004GV,E,0.36348,250566.0,38028402.0,73406.0,United States,PG,-2.224,,2,Overvalued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [31130049.0, 31735279.0, 33543712.0, 38028402.0]}",Equity,US7427181091,742718109,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,23.9426,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,USA,US Dollar,38028402.0,False
Chevron Corp,0P00000185,0P00000185,E,0.35649,210834.0,37296535.0,46241.0,United States,CVX,21.9169,,3,Fairly Valued,Narrow,Energy,energy,"{'trend': [29506573.0, 28866132.0, 30762739.0, 37296535.0]}",Equity,US1667641005,166764100,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,41.2569,1.0,2026-01-07T06:00:00.000,Severe,,,3,Qual,ST,USA,US Dollar,37296535.0,False
Palantir Technologies Inc Ordinary Shares - Class A,0P0001KOSE,0P0001KOSE,E,0.34697,247636.0,36300961.0,77877.0,United States,PLTR,20.373,,3,Fairly Valued,Narrow,Technology,technology,"{'trend': [41669694.0, 36119217.0, 41338429.0, 36300961.0]}",Equity,US69608A1088,69608A108,,,,,2021-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,21.1566,3.0,2026-01-07T06:00:00.000,Medium,,,4,Qual,ST,USA,US Dollar,36300961.0,False
Roche Holding AG,0P0000AZ48,0P0000AZ48,E,0.34636,79567.0,36236799.0,21476.0,Switzerland,ROG,27.8361,,3,Fairly Valued,Wide,Healthcare,healthcare,"{'trend': [21669874.0, 26503129.0, 31013398.0, 36236799.0]}",Equity,CH0012032048,,304006,corporate,Preferred,Health-Care,2017-10-31T05:00:00.000,,,CHF,CHF,,,,0,,,,False,,,,0,,,,21.1432,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,CHE,Swiss Franc,36236799.0,False
SK Hynix Inc,0P0000AZ1B,0P0000AZ1B,E,0.34123,56532.0,35700700.0,3475.0,South Korea,000660,348.7873,5.7307,2,Overvalued,None,Technology,technology,"{'trend': [23968633.0, 18567749.0, 23283345.0, 35700700.0]}",Equity,KR7000660001,,,,,,2011-05-31T05:00:00.000,,,KRW,KRW,,,,0,,,,False,,,,0,,,,17.8826,4.0,2026-01-07T06:00:00.000,Low,,,1,Qual,ST,KOR,South Korean Won,35700700.0,False
GE Aerospace,0P000002DO,0P000002DO,E,0.33622,114659.0,35176235.0,26226.0,United States,GE,59.7055,,2,Overvalued,Wide,Industrials,industrials,"{'trend': [31940487.0, 31536913.0, 33706799.0, 35176235.0]}",Equity,US3696043013,369604301,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,29.3788,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,USA,US Dollar,35176235.0,False
HSBC Holdings PLC,0P00007OFH,0P00007OFH,E,0.33071,1961576.0,34600055.0,496065.0,United Kingdom,HSBA,48.6655,,2,Overvalued,None,Financial Services,financialService,"{'trend': [23678094.0, 24655466.0, 29373490.0, 34600055.0]}",Equity,GB0005405286,,,,,,2011-05-31T05:00:00.000,,,GBP,GBP,,,,0,,,,False,,,,0,,,,13.4996,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,GBR,British Pound Sterling,34600055.0,False
Caterpillar Inc,0P0000014I,0P0000014I,E,0.3179,50596.0,33259787.0,10662.0,United States,CAT,117.1303,,2,Overvalued,Wide,Industrials,industrials,"{'trend': [26745610.0, 27206963.0, 27775029.0, 33259787.0]}",Equity,US1491231015,149123101,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,24.7601,3.0,2026-01-07T06:00:00.000,Medium,,,1,Qual,ST,USA,US Dollar,33259787.0,False
AstraZeneca PLC,0P00007NYP,0P00007NYP,E,0.31634,177342.0,33096637.0,54269.0,United Kingdom,AZN,34.0926,,2,Overvalued,Wide,Healthcare,healthcare,"{'trend': [23683632.0, 27766659.0, 30589748.0, 33096637.0]}",Equity,GB0009895292,,,,,,2011-05-31T05:00:00.000,,,GBP,GBP,,,,0,,,,False,,,,0,,,,18.2653,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,GBR,British Pound Sterling,33096637.0,False
Cisco Systems Inc,0P0000019Y,0P0000019Y,E,0.30982,413870.0,32414298.0,98158.0,United States,CSCO,23.6891,,3,Fairly Valued,Wide,Technology,technology,"{'trend': [26776099.0, 28782638.0, 30489629.0, 32414298.0]}",Equity,US17275R1023,17275R102,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,10.1869,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,USA,US Dollar,32414298.0,False
Lam Research Corp,0P00000384,0P00000384,E,0.3082,138115.0,32244328.0,27972.0,United States,LRCX,171.9256,,2,Overvalued,Wide,Technology,technology,"{'trend': [20453582.0, 20634120.0, 22705829.0, 32244328.0]}",Equity,US5128073062,512807306,,,,,2017-06-30T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,12.9887,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,USA,US Dollar,32244328.0,False
Coca-Cola Co,0P000001BW,0P000001BW,E,0.30395,425077.0,31800010.0,112303.0,United States,KO,15.5273,,3,Fairly Valued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [25484939.0, 27711310.0, 28255175.0, 31800010.0]}",Equity,US1912161007,191216100,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,23.1372,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,USA,US Dollar,31800010.0,False
The Goldman Sachs Group Inc,0P000002H5,0P000002H5,E,0.30068,33630.0,31457838.0,8219.0,United States,GS,39.2876,,2,Overvalued,Wide,Financial Services,financialService,"{'trend': [23403242.0, 25044707.0, 28210626.0, 31457838.0]}",Equity,US38141G1040,38141G104,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,20.9581,3.0,2026-01-07T06:00:00.000,Medium,,,2,Qual,ST,USA,US Dollar,31457838.0,False
Novartis AG Registered Shares,0P0000A5FH,0P0000A5FH,E,0.29911,210239.0,31293545.0,52162.0,Switzerland,NOVN,34.4507,,2,Overvalued,Wide,Healthcare,healthcare,"{'trend': [22288789.0, 24096436.0, 27511295.0, 31293545.0]}",Equity,CH0012005267,,,,,,2011-05-31T05:00:00.000,,,CHF,CHF,,,,0,,,,False,,,,0,,,,10.9336,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,CHE,Swiss Franc,31293545.0,False
Wells Fargo & Co,0P000005WD,0P000005WD,E,0.2978,344314.0,31156974.0,67601.0,United States,WFC,11.1637,,3,Fairly Valued,Wide,Financial Services,financialService,"{'trend': [27962855.0, 27994998.0, 31112863.0, 31156974.0]}",Equity,US9497461015,949746101,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,22.2723,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,USA,US Dollar,31156974.0,False
International Business Machines Corp,0P000002RH,0P000002RH,E,0.2939,100257.0,30748822.0,29741.0,United States,IBM,-0.4994,,4,Undervalued,Narrow,Technology,technology,"{'trend': [25354255.0, 26356126.0, 27703336.0, 30748822.0]}",Equity,US4592001014,459200101,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,15.1515,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,USA,US Dollar,30748822.0,False
Philip Morris International Inc,0P0000CUPM,0P0000CUPM,E,0.29081,169555.0,30424949.0,50825.0,United States,PM,26.2617,,2,Overvalued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [20182097.0, 22793340.0, 25391641.0, 30424949.0]}",Equity,US7181721090,718172109,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,17.5211,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,USA,US Dollar,30424949.0,False
Oracle Corp,0P0000043L,0P0000043L,E,0.28956,184072.0,30294570.0,53240.0,United States,ORCL,-12.6598,,4,Undervalued,Wide,Technology,technology,"{'trend': [40267304.0, 31990294.0, 33609306.0, 30294570.0]}",Equity,US68389X1054,68389X105,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,15.4085,4.0,2026-01-07T06:00:00.000,Low,,,5,Qual,ST,USA,US Dollar,30294570.0,False
Merck & Co Inc,0P000003KE,0P000003KE,E,0.28788,273136.0,30118707.0,80447.0,United States,MRK,46.1916,,3,Fairly Valued,Wide,Healthcare,healthcare,"{'trend': [19415488.0, 24489965.0, 26863510.0, 30118707.0]}",Equity,US58933Y1055,58933Y105,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,16.6629,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,USA,US Dollar,30118707.0,False
UnitedHealth Group Inc,0P000005NU,0P000005NU,E,0.27263,99410.0,28523711.0,28211.0,United States,UNH,-41.5584,,4,Undervalued,Narrow,Healthcare,healthcare,"{'trend': [28386710.0, 28291628.0, 30772524.0, 28523711.0]}",Equity,US91324P1021,91324P102,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,14.4933,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,USA,US Dollar,28523711.0,True
RTX Corp,0P000005NO,0P000005NO,E,0.27207,141665.0,28464748.0,25743.0,United States,RTX,65.9198,,2,Overvalued,Wide,Industrials,industrials,"{'trend': [24131237.0, 23939232.0, 25273254.0, 28464748.0]}",Equity,US75513E1010,75513E101,,,,,2020-04-30T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,29.4481,3.0,2026-01-07T06:00:00.000,Medium,,,1,Qual,ST,USA,US Dollar,28464748.0,False
Applied Materials Inc,0P000000H9,0P000000H9,E,0.26972,87549.0,28218794.0,18963.0,United States,AMAT,113.7596,,3,Fairly Valued,Wide,Technology,technology,"{'trend': [18752662.0, 20705689.0, 21537047.0, 28218794.0]}",Equity,US0382221051,038222105,,,,,2011-05-31T05:00:00.000,,,USD,USD,,,,0,,,,False,,,,0,,,,12.1802,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,USA,US Dollar,28218794.0,False
Nestle SA,0P0000A5EE,0P0000A5EE,E,0.2592,284383.0,27118036.0,76970.0,Switzerland,NESN,1.9675,,4,Undervalued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [23106810.0, 24694358.0, 26640706.0, 27118036.0]}",Equity,CH0038863350,,,,,,2011-05-31T05:00:00.000,,,CHF,CHF,,,,0,,,,False,,,,0,,,,17.5867,4.0,2026-01-07T06:00:00.000,Low,,,3,Qual,ST,CHE,Swiss Franc,27118036.0,False
Siemens AG,0P00009QS2,0P00009QS2,E,0.25708,88212.0,26896494.0,25243.0,Germany,SIE,11.5952,,3,Fairly Valued,Wide,Industrials,industrials,"{'trend': [20958734.0, 20215702.0, 23253776.0, 26896494.0]}",Equity,DE0007236101,,,,,,2011-05-31T05:00:00.000,,,EUR,EUR,,,,0,,,,False,,,,0,,,,22.9432,3.0,2026-01-07T06:00:00.000,Medium,,,3,Qual,ST,DEU,Euro,26896494.0,False
Shell PLC,0P00007OU3,0P00007OU3,E,0.25378,692494.0,26550687.0,209357.0,United Kingdom,SHEL,13.6087,,3,Fairly Valued,None,Energy,energy,"{'trend': [21324805.0, 21767203.0, 23810975.0, 26550687.0]}",Equity,GB00BP6MXD84,,,,,,2011-05-31T05:00:00.000,,,GBP,GBP,,,,0,,,,False,,,,0,,,,31.3778,2.0,2026-01-07T06:00:00.000,High,,,3,Qual,ST,GBR,British Pound Sterling,26550687.0,False
Royal Bank of Canada,0P0000687Q,0P0000687Q,E,0.24553,153429.0,25688013.0,46848.0,Canada,RY,40.0187,,2,Overvalued,Wide,Financial Services,financialService,"{'trend': [18035724.0, 19846336.0, 24222126.0, 25688013.0]}",Equity,CA7800871021,780087102,,,,,2011-05-31T05:00:00.000,,,CAD,CAD,,,,0,,,,False,,,,0,,,,14.4991,4.0,2026-01-07T06:00:00.000,Low,,,2,Qual,ST,CAN,Canadian Dollar,25688013.0,False
